Luas lantai (m2),jenis dinding,jenis lantai,kepemilikan ftbab,sumber ir minum,sumber penerangan,bahan bakar,Banyak ART,outcome
85,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
84,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,8,Tidak miskin
72,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,7,Tidak miskin
48,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,6,Tidak miskin
63,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
80,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
72,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,2,Tidak miskin
35,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,2,Tidak miskin
108,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
72,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,6,Tidak miskin
105,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Tidak miskin
35,3. Kayu/papan,5. Kayu/papan,6. Lainnya,3. Leding,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
60,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,8,Tidak miskin
88,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Tidak miskin
28,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Miskin
91,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
84,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
135,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,7,Tidak miskin
117,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
117,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Miskin
63,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,6,Tidak miskin
72,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
126,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Tidak miskin
117,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,10. Kayu bakar,6,Miskin
91,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,2,Tidak miskin
54,1. Tembok,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
24,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Miskin
30,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,6,Tidak miskin
40,3. Kayu/papan,8. Tanah,6. Lainnya,7. Mata air terlindung,4. Bukan listrik,10. Kayu bakar,6,Miskin
91,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
66,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,8,Miskin
90,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Miskin
66,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
20,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,2.Listrik PLN tanpa meteran,7. Minyak tanah,5,Tidak miskin
20,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,10. Kayu bakar,6,Miskin
66,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,9,Tidak miskin
66,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,15,Miskin
32,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,3. Elpiji 12 kg,7,Tidak miskin
84,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,10,Tidak miskin
72,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Miskin
30,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,9,Miskin
98,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
48,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Miskin
54,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,7,Miskin
96,1. Tembok,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
18,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,6,Miskin
45,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
60,1. Tembok,4. Ubin/tegel/teraso,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Miskin
80,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
58,1. Tembok,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
72,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,10. Kayu bakar,15,Miskin
114,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,10,Miskin
60,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Miskin
54,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,10. Kayu bakar,13,Miskin
48,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,10. Kayu bakar,9,Miskin
108,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,"2. Elpiji 5,5 kg/blue gas",3,Tidak miskin
24,3. Kayu/papan,7. Bambu,6. Lainnya,3. Leding,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Miskin
46,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,6,Tidak miskin
42,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,10. Kayu bakar,10,Miskin
42,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,10. Kayu bakar,10,Miskin
54,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,10. Kayu bakar,6,Tidak miskin
18,3. Kayu/papan,7. Bambu,6. Lainnya,3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
42,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,10. Kayu bakar,9,Miskin
28,3. Kayu/papan,5. Kayu/papan,6. Lainnya,7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Miskin
160,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
28,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
96,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
56,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,11,Miskin
63,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Miskin
66,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
40,3. Kayu/papan,5. Kayu/papan,6. Lainnya,7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
66,1. Tembok,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
20,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Miskin
36,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,1,Tidak miskin
96,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,8,Miskin
35,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
54,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,7,Miskin
130,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
35,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Miskin
24,3. Kayu/papan,5. Kayu/papan,6. Lainnya,7. Mata air terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,8,Miskin
30,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,7,Miskin
50,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,7,Miskin
32,3. Kayu/papan,5. Kayu/papan,6. Lainnya,7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Miskin
20,3. Kayu/papan,5. Kayu/papan,6. Lainnya,7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Miskin
24,3. Kayu/papan,5. Kayu/papan,6. Lainnya,7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,6,Miskin
63,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Miskin
54,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,6,Miskin
75,1. Tembok,6. Semen/bata merah,6. Lainnya,7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,9,Miskin
80,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,6,Tidak miskin
112,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Tidak miskin
24,3. Kayu/papan,5. Kayu/papan,6. Lainnya,7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Miskin
54,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
24,3. Kayu/papan,5. Kayu/papan,6. Lainnya,7. Mata air terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,2,Tidak miskin
108,1. Tembok,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,7,Tidak miskin
25,3. Kayu/papan,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",3. Leding,2.Listrik PLN tanpa meteran,10. Kayu bakar,11,Tidak miskin
84,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,6,Tidak miskin
30,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",3. Leding,3. Listrik non PLN,7. Minyak tanah,2,Tidak miskin
56,1. Tembok,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
24,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,0. Tidak masak dirumah,1,Tidak miskin
54,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
56,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
24,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,1,Tidak miskin
60,1. Tembok,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",3. Leding,2.Listrik PLN tanpa meteran,10. Kayu bakar,6,Tidak miskin
35,3. Kayu/papan,5. Kayu/papan,6. Lainnya,7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,6,Tidak miskin
91,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
36,3. Kayu/papan,5. Kayu/papan,6. Lainnya,7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,7,Miskin
84,1. Tembok,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,6,Tidak miskin
30,3. Kayu/papan,5. Kayu/papan,6. Lainnya,7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
35,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Tidak miskin
48,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
49,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,2,Tidak miskin
20,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,8,Miskin
84,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
63,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
77,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
63,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,2.Listrik PLN tanpa meteran,10. Kayu bakar,7,Miskin
20,3. Kayu/papan,5. Kayu/papan,6. Lainnya,3. Leding,2.Listrik PLN tanpa meteran,10. Kayu bakar,2,Tidak miskin
30,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,7,Tidak miskin
40,3. Kayu/papan,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,10. Kayu bakar,7,Miskin
56,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,10. Kayu bakar,7,Tidak miskin
24,3. Kayu/papan,5. Kayu/papan,6. Lainnya,3. Leding,1. Listrik PLN dengan meteran,10. Kayu bakar,1,Tidak miskin
30,1. Tembok,2. Keramik,6. Lainnya,3. Leding,2.Listrik PLN tanpa meteran,7. Minyak tanah,4,Tidak miskin
30,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,2,Tidak miskin
20,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
24,3. Kayu/papan,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Miskin
30,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,7,Tidak miskin
42,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,3. Elpiji 12 kg,2,Tidak miskin
42,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,3. Elpiji 12 kg,3,Tidak miskin
36,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Tidak miskin
35,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,8,Miskin
36,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,6,Tidak miskin
54,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,8,Miskin
42,3. Kayu/papan,2. Keramik,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,7,Tidak miskin
84,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
98,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",6. Sumur tak terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
70,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,6,Miskin
54,1. Tembok,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",6. Sumur tak terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,3,Tidak miskin
24,6. Bambu,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
60,3. Kayu/papan,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",8. Mata air tak terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,8,Tidak miskin
90,1. Tembok,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,12,Miskin
72,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",8. Mata air tak terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
66,1. Tembok,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
24,3. Kayu/papan,4. Ubin/tegel/teraso,6. Lainnya,5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,6,Miskin
99,1. Tembok,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,9,Tidak miskin
56,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,6,Tidak miskin
28,2. Plesteran anyaman bambu/kawat,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,7,Miskin
117,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
91,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
56,3. Kayu/papan,4. Ubin/tegel/teraso,6. Lainnya,7. Mata air terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
25,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,3,Tidak miskin
28,3. Kayu/papan,5. Kayu/papan,6. Lainnya,7. Mata air terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Tidak miskin
74,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
72,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
108,3. Kayu/papan,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
32,3. Kayu/papan,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
54,1. Tembok,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
